upstream_reliability,sync_time_s,join_time_s,upstream_num_tx,latency_min_s,upstream_num_lost,avg_hops,upstream_num_rx,latency_avg_s,latency_max_s,avg_current_uA,lifetime_AA_years
0.6736947091436255,3065.5829999999996,3090.2169999999996,27.1,3.5190000000000006,11.9,13.55595238095238,15.2,6.46686559139785,9.992,3131.52063530386,0.1195294062624217
0.5517460317460318,2777.9479999999994,2828.3340000000003,11.4,2.6244444444444444,4.8,12.27995642701525,6.6,5.370553376906319,7.558888888888889,2117.8286598368777,0.18381588168867324
0.6967983682983683,2788.562,2660.1070000000004,34.3,2.543,10.5,11.129587155963304,23.8,4.713052701325178,7.091000000000001,3550.212652654534,0.18482402473030973
0.7406526806526805,2610.253,2655.2690000000002,50.6,1.793,12.3,10.35,38.3,4.179689719887956,7.178,2203.5812915071556,0.22988011161544208
0.8014917119917119,2393.731,2402.436,63.1,1.5560000000000005,10.8,9.4,52.3,3.4557873653334816,6.772999999999999,1303.0682589977832,0.2806027225338442
0.8194307548938339,2221.267,2227.514,102.8,0.954,31.1,8.396,71.7,3.3682487860595485,7.894,1314.2606550013375,0.3267996164761703
0.8158529304029305,2009.6060000000002,2019.525,56.7,0.9710000000000001,20.4,8.146666666666667,36.3,2.906302548631353,6.272,872.8157983167296,0.3888231166411422
0.7681975867269986,2037.3020000000004,2067.0049999999997,30.4,1.35,15.4,8.2,15.0,3.380850516150516,6.319000000000001,852.2970999205882,0.4083435130404854
0.7841762404262405,2089.0049999999997,2135.7560000000003,24.6,1.2240000000000002,6.1,9.023809523809524,18.5,3.488019566218095,6.392,933.7527367425397,0.3755084557741506
0.7965430863254392,2355.1490000000003,2366.7529999999997,24.6,1.7440000000000002,7.8,10.054545454545455,16.8,3.7688772094613503,7.102999999999999,1166.9074296028823,0.29967679019231974
0.6918968253968253,2654.6140000000005,2672.987,52.9,2.198,20.1,11.0,32.8,4.736055885780886,8.504000000000001,2249.209969559757,0.21040215110210658
0.7749523809523808,2774.242,2793.389,32.4,2.5810000000000004,15.1,12.0,17.3,4.589512989752863,7.047,2045.1387895707157,0.1823482685732548
