upstream_reliability,sync_time_s,join_time_s,upstream_num_tx,latency_min_s,upstream_num_lost,avg_hops,upstream_num_rx,latency_avg_s,latency_max_s,avg_current_uA,lifetime_AA_years
0.9311737379146858,1410.777,1416.344,74.3,0.4670000000000001,5.3,6.0200000000000005,69.0,1.742563118451733,4.6690000000000005,534.4652069558055,0.6275706421800693
0.9786151758689071,1316.039,1323.0300000000002,81.2,0.43500000000000005,4.3,5.0,76.9,1.605771276212543,4.292,410.7606343462796,0.8516691623796231
0.9604113588472316,1413.6490000000001,1416.292,135.0,0.304,7.3,4.17921146953405,127.7,1.5620669536535396,4.497,1181.3348275026997,0.8150047667521921
0.9712878127839766,1445.0819999999999,1448.42,79.7,0.34199999999999997,5.1,5.179477470655055,74.6,1.9510057267013412,4.833,574.0013702730471,0.7819606173977067
0.9207022952002462,1526.2199999999998,1534.5430000000001,166.9,0.4600000000000001,17.0,6.15625,149.9,2.1524226439916565,5.4719999999999995,739.6752969144152,0.6718246239597659
0.9339079650999157,1480.3220000000003,1499.809,68.8,0.6620000000000001,7.8,7.274717606025968,61.0,2.2610692857176593,5.726,506.95290202898497,0.6589396461514496
0.9441868439213978,1564.152,1567.752,80.2,0.5280000000000001,4.0,6.29764705882353,76.2,1.9899036692381746,4.609,737.5173634586779,0.63095412159793
0.8978374687747269,1154.9440000000002,1168.8120000000001,144.5,0.34199999999999997,16.9,5.0,127.6,1.607017303898043,4.943,470.46639662242006,0.700974089479144
0.9087520539465619,986.9589999999998,1002.8390000000002,112.1,0.267,19.1,4.0,93.0,1.4245717996445342,3.804,413.03046042952946,0.8183149181442578
0.9593674953661255,836.6010000000002,838.926,200.9,0.13999999999999999,14.1,3.1523809523809527,186.8,1.3840814276971414,4.099,394.5368313564801,0.8666616629119384
0.9578293058516939,1142.2400000000002,911.749,118.3,0.25777777777777783,8.6,4.0,109.7,1.7060633311150406,4.943333333333334,584.6147320993626,0.9124367335914071
0.960477582846004,1329.4720000000002,1336.3629999999998,20.6,0.37,0.8,5.0,19.8,1.2801990655843984,2.9400000000000004,745.7216862383592,0.6237608751275692
0.9254642317704616,1307.836,1316.234,136.0,0.4789999999999999,16.2,6.238392857142857,119.8,2.138272834762513,6.042,475.6840491465724,0.7350584013710791
0.9428431372549019,1107.9789999999998,1112.022,83.3,0.35900000000000004,5.9,5.358662280701754,77.4,1.5882772904559337,4.732000000000001,395.4744192258715,0.8903262646348814
0.9751620966723081,908.6270000000001,921.001,118.4,0.28700000000000003,4.4,4.152380952380953,114.0,1.3759078167774672,4.223000000000001,356.1678851550305,0.9934131965875039
0.9726205038287418,762.5020000000001,766.784,126.6,0.159,7.0,3.0,119.6,1.0129061920724056,3.5129999999999995,310.01104099980057,1.1718517085320073
0.9795693370854984,537.013,539.6050000000001,140.3,0.06300000000000001,7.1,2.0,133.2,0.6763523055812057,3.088,362.5848440058945,0.9691465917855032
0.9549816105435621,631.619,643.847,132.4,0.11399999999999999,8.6,3.0,123.8,1.131378763063615,4.056,304.66988319751505,1.1840996861538278
